company,company_href,declaration_date,operation,instrument,amount_from_main,author,operation_date,quantity,price_eur,total_value_eur,comments,scraped_page,scraped_at,operation_date_parsed,declaration_date_parsed
Abeo,/marches/transactions_dirigeants/FR0013185857p,18/02/2025,Acquisition,Action,4027.0,"Auteur:VESTA CV  personne morale liée à Jacques JANSSEN, Administrateur",18/02/2025,428,9.41,4027.48,,60,2025-07-27 20:58:07,2025-02-18,2025-02-18
Biosynex,/marches/transactions_dirigeants/FR0011005933p,18/02/2025,Acquisition,Action,48610.0,"Auteur:LARRY ABENSUR, PDG",12/02/2025,42987,1.13,48575.31,,60,2025-07-27 20:58:07,2025-02-12,2025-02-18
Biosynex,/marches/transactions_dirigeants/FR0011005933p,18/02/2025,Acquisition,Action,51518.0,"Auteur:LARRY ABENSUR, PDG",14/02/2025,43187,1.19,51392.53,,60,2025-07-27 20:58:07,2025-02-14,2025-02-18
Biosynex,/marches/transactions_dirigeants/FR0011005933p,18/02/2025,Souscription,Action,1599.0,"Auteur:ANITA ABENSUR NEE KNAFOU personne liée à LARRY ABENSUR, PDG",14/02/2025,1599,1.0,1599.0,,61,2025-07-27 20:58:09,2025-02-14,2025-02-18
Biosynex,/marches/transactions_dirigeants/FR0011005933p,18/02/2025,Souscription,Action,13832.0,"Auteur:Elie FRAENCKEL, administrateur",14/02/2025,13832,1.0,13832.0,,61,2025-07-27 20:58:09,2025-02-14,2025-02-18
Biosynex,/marches/transactions_dirigeants/FR0011005933p,18/02/2025,Souscription,Action,30586.0,"Auteur:OREN BITTON, DGD",14/02/2025,30586,1.0,30586.0,,61,2025-07-27 20:58:09,2025-02-14,2025-02-18
Biosynex,/marches/transactions_dirigeants/FR0011005933p,18/02/2025,Souscription,Action,55590.0,"Auteur:LARRY ABENSUR, PDG",14/02/2025,55590,1.0,55590.0,,61,2025-07-27 20:58:09,2025-02-14,2025-02-18
Biosynex,/marches/transactions_dirigeants/FR0011005933p,18/02/2025,Souscription,Action,4542837.0,"Auteur:ALA FINANCIERE SAS, administrateur",14/02/2025,4542837,1.0,4542837.0,,61,2025-07-27 20:58:09,2025-02-14,2025-02-18
Biosynex,/marches/transactions_dirigeants/FR0011005933p,18/02/2025,Acquisition,Action,58820.0,"Auteur:LARRY ABENSUR, PDG",17/02/2025,49017,1.2,58820.4,,61,2025-07-27 20:58:09,2025-02-17,2025-02-18
Moulinvest,/marches/transactions_dirigeants/FR0011033083p,18/02/2025,Acquisition,Action,26685.0,"Auteur:maurice moulin, Président",18/02/2025,1600,16.68,26688.0,,61,2025-07-27 20:58:09,2025-02-18,2025-02-18
Catana Group,/marches/transactions_dirigeants/FR0010193052p,18/02/2025,Acquisition,Action,24472.0,"Auteur:Financière Poncin SAS personne morale liée à Aurelien Poncin, PDG",17/02/2025,4900,4.99,24451.0,,61,2025-07-27 20:58:09,2025-02-17,2025-02-18
Catana Group,/marches/transactions_dirigeants/FR0010193052p,18/02/2025,Acquisition,Action,24985.0,"Auteur:APLR HOLDING SASU personne morale liée à Aurelien Poncin, PDG",17/02/2025,5000,5.0,25000.0,,61,2025-07-27 20:58:09,2025-02-17,2025-02-18
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,18/02/2025,Acquisition,Action,10760.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",18/02/2025,500,21.52,10760.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",61,2025-07-27 20:58:09,2025-02-18,2025-02-18
Dontnod Entertainment,/marches/transactions_dirigeants/FR0013331212p,18/02/2025,Acquisition,Action,22920.0,"Auteur:Kostadin Yanev, Membre du CA",18/02/2025,20000,1.15,23000.0,"Transaction réalisée par M Kostadin Yanev, membre du Conseil d’administration.",61,2025-07-27 20:58:09,2025-02-18,2025-02-18
Sodexo,/marches/transactions_dirigeants/FR0000121220p,18/02/2025,Acquisition,Action,1084376.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",18/02/2025,15000,72.29,1084350.0,,61,2025-07-27 20:58:09,2025-02-18,2025-02-18
Pernod Ricard,/marches/transactions_dirigeants/FR0000120693p,18/02/2025,Acquisition,Action,49440.0,"Auteur:Marc de JOUFFROY GONSANS personne liée à SOCIETE PAUL RICARD, Administrateur",13/02/2025,500,98.88,49440.0,"M. Marc de JOUFFROY GONSANS est le Directeur Général de la SOCIETE PAUL RICARD, administrateur de PERNOD RICARD.",61,2025-07-27 20:58:09,2025-02-13,2025-02-18
Cegedim,/marches/transactions_dirigeants/FR0000053506p,18/02/2025,Acquisition,Action,25859.0,"Auteur:FCB SAS, Administrateur",18/02/2025,1959,13.2,25858.8,,61,2025-07-27 20:58:09,2025-02-18,2025-02-18
Aubay,/marches/transactions_dirigeants/FR0000063737p,18/02/2025,Acquisition,Action,32550.0,"Auteur:DAVID FUKS, DGD",17/02/2925,750,43.4,32550.0,,61,2025-07-27 20:58:09,,2025-02-18
Aubay,/marches/transactions_dirigeants/FR0000063737p,18/02/2025,Acquisition,Action,32550.0,"Auteur:Philippe cornette, directeur général délégué",25/01/2025,750,43.4,32550.0,,61,2025-07-27 20:58:09,2025-01-25,2025-02-18
Cegedim,/marches/transactions_dirigeants/FR0000053506p,17/02/2025,Acquisition,Action,17905.0,"Auteur:FCB SAS, Administrateur",13/02/2025,1487,12.04,17903.48,,61,2025-07-27 20:58:09,2025-02-13,2025-02-17
Cegedim,/marches/transactions_dirigeants/FR0000053506p,17/02/2025,Acquisition,Action,11791.0,"Auteur:FCB SAS, Administrateur",14/02/2025,907,13.0,11791.0,,61,2025-07-27 20:58:09,2025-02-14,2025-02-17
Sodexo,/marches/transactions_dirigeants/FR0000121220p,17/02/2025,Acquisition,Action,2176572.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",17/02/2025,30000,72.55,2176500.0,,61,2025-07-27 20:58:09,2025-02-17,2025-02-17
Lagardere,/marches/transactions_dirigeants/FR0000130213p,17/02/2025,Acquisition,Action,1116704.0,"Auteur:VIVENDI Société européenne à Directoire et Conseil de surveillance personne morale liée à Arnaud  de Puyfontaine, Administrateurde Lagardère SA",17/02/2025,50796,21.98,1116496.08,"L’acquisition des 71 171 actions Lagardère SA (au cours moyen pondéré de 21,9886 euros) fait l’objet de plusieurs dépôts sur ONDE.",61,2025-07-27 20:58:09,2025-02-17,2025-02-17
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,17/02/2025,Acquisition,Action,4074.0,"Auteur:SOCIETE PATRIMONIALE ROCHE SPR SOCIETE ANONYME, Membre du conseil de surveillance",14/02/2025,100,40.74,4074.0,"Par ailleurs, la Société Patrimoniale Roche, SPR, est étroitement liée à Mr. Nicolas Roche, vice-Président du Conseil de Roche Bobois SA, et à Mr. Antonin Roche, membre du Directoire de Roche Bobois SA.",61,2025-07-27 20:58:09,2025-02-14,2025-02-17
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,17/02/2025,Acquisition,Action,275350.0,"Auteur:SOCIETE PATRIMONIALE ROCHE SPR SOCIETE ANONYME, Membre du conseil de surveillance",17/02/2025,6724,40.95,275347.80000000005,,61,2025-07-27 20:58:09,2025-02-17,2025-02-17
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,17/02/2025,Acquisition,Action,10645.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",17/02/2025,500,21.29,10645.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",61,2025-07-27 20:58:09,2025-02-17,2025-02-17
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,17/02/2025,Cession,Action,517482.0,"Auteur:Laurence BAUCHER, Directrice Générale Adjointe, Ressources Humaines et Systèmes d'information",14/02/2025,12787,40.47,517489.89,,61,2025-07-27 20:58:09,2025-02-14,2025-02-17
Biosynex,/marches/transactions_dirigeants/FR0011005933p,17/02/2025,Acquisition,Action,40071.0,"Auteur:LARRY ABENSUR, pdg",13/02/2025,30741,1.3,39963.3,,61,2025-07-27 20:58:09,2025-02-13,2025-02-17
ID Logistics,/marches/transactions_dirigeants/FR0010929125p,17/02/2025,Cession,Action,246383.0,"Auteur:LIBERTAD  personne morale liée à Christophe Satin, Directeur Général Délégué / Administrateur",13/02/2025,594,414.79,246385.26,"La société Libertad est contrôlée par Christophe Satin, Directeur Général Délégué et Administrateur d'ID Logistics Group",61,2025-07-27 20:58:09,2025-02-13,2025-02-17
Abeo,/marches/transactions_dirigeants/FR0013185857p,17/02/2025,Acquisition,Action,11809.0,"Auteur:VESTA CV  personne morale liée à Jacques JANSSEN, Administrateur",14/02/2025,1248,9.46,11806.080000000002,,61,2025-07-27 20:58:09,2025-02-14,2025-02-17
Icape Holding,/marches/transactions_dirigeants/FR001400A3Q3p,17/02/2025,Cession,Action,29302.0,"Auteur:Ranxu Mazet, COO et Administrateur",14/02/2025,3728,7.86,29302.08,,61,2025-07-27 20:58:09,2025-02-14,2025-02-17
Catana Group,/marches/transactions_dirigeants/FR0010193052p,15/02/2025,Acquisition,Action,44272.0,"Auteur:APLR HOLDING SASU personne morale liée à Aurelien Poncin, PDG",14/02/2025,8740,5.07,44311.8,,61,2025-07-27 20:58:09,2025-02-14,2025-02-15
Sidetrade,/marches/transactions_dirigeants/FR0010202606p,14/02/2025,Vente à découvert,Action,10240.0,"Auteur:Frédéric DUPONT ALDIOLAN, Chief Services Officer",07/02/2025,40,256.0,10240.0,,61,2025-07-27 20:58:09,2025-02-07,2025-02-14
Abeo,/marches/transactions_dirigeants/FR0013185857p,14/02/2025,Acquisition,Action,14470.0,"Auteur:VESTA CV  personne morale liée à Jacques JANSSEN, Administrateur",12/02/2025,1500,9.65,14475.0,,62,2025-07-27 20:58:10,2025-02-12,2025-02-14
Abeo,/marches/transactions_dirigeants/FR0013185857p,14/02/2025,Acquisition,Action,4599.0,"Auteur:VESTA CV  personne morale liée à Jacques JANSSEN, Administrateur",13/02/2025,483,9.52,4598.16,,62,2025-07-27 20:58:10,2025-02-13,2025-02-14
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,14/02/2025,Cession,Action,406604.0,"Auteur:Laurence BAUCHER, Directrice Générale Adjointe, Ressources Humaines et Systèmes d'information",13/02/2025,10095,40.28,406626.60000000003,,62,2025-07-27 20:58:10,2025-02-13,2025-02-14
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,14/02/2025,Acquisition,Action,10655.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",14/02/2025,500,21.31,10655.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",62,2025-07-27 20:58:10,2025-02-14,2025-02-14
Lagardere,/marches/transactions_dirigeants/FR0000130213p,14/02/2025,Acquisition,Action,5075228.0,"Auteur:VIVENDI Société européenne à Directoire et Conseil de surveillance personne morale liée à Arnaud  de Puyfontaine, Administrateurde Lagardère SA",14/02/2025,231302,21.94,5074765.88,,62,2025-07-27 20:58:10,2025-02-14,2025-02-14
Societe Generale,/marches/transactions_dirigeants/FR0000130809p,14/02/2025,Acquisition,Action,37019.0,"Auteur:Henri Poupart-Lafarge, BOARD DIRECTOR",13/02/2025,1000,37.02,37020.0,,62,2025-07-27 20:58:10,2025-02-13,2025-02-14
Sodexo,/marches/transactions_dirigeants/FR0000121220p,14/02/2025,Acquisition,Action,1075997.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",14/02/2025,15000,71.73,1075950.0,,62,2025-07-27 20:58:10,2025-02-14,2025-02-14
Lvmh,/marches/transactions_dirigeants/FR0000121014p,14/02/2025,Acquisition,Action,22099551.0,"Auteur:FINANCIERE AGACHE société anonyme personne morale liée à Bernard Arnault, Président-directeur général",11/02/2025,32393,682.23,22099476.39,"La société Financière Agache est également étroitement liée à Monsieur Frédéric Arnault, membre du Conseil d’administration deLVMH.",62,2025-07-27 20:58:10,2025-02-11,2025-02-14
Lvmh,/marches/transactions_dirigeants/FR0000121014p,14/02/2025,Acquisition,Action,24999077.0,"Auteur:FINANCIERE AGACHE société anonyme personne morale liée à Bernard Arnault, Président-directeur général",12/02/2025,36600,683.03,24998898.0,"La société Financière Agache est également étroitement liée à Monsieur Frédéric Arnault, membre du Conseil d’administration deLVMH.",62,2025-07-27 20:58:10,2025-02-12,2025-02-14
L'oreal,/marches/transactions_dirigeants/FR0000120321p,14/02/2025,Acquisition,Action,93981.0,"Auteur:Jacques Ripoll, Administrateur",10/02/2025,275,341.75,93981.25,,62,2025-07-27 20:58:10,2025-02-10,2025-02-14
Groupe Berkem,/marches/transactions_dirigeants/FR00140069V2p,14/02/2025,Acquisition,Action,206700.0,"Auteur:GROUPE TERA SA à conseil d'administration, PDG",13/02/2025,53000,3.9,206700.0,,62,2025-07-27 20:58:10,2025-02-13,2025-02-14
Exclusive Networks,/marches/transactions_dirigeants/FR0014005DA7p,13/02/2025,Cession,Action,381096.0,"Auteur:JESPER TROLLE, DIRECTEUR GENERAL ET ADMINISTRATEUR",13/02/2025,20100,18.96,381096.0,,62,2025-07-27 20:58:10,2025-02-13,2025-02-13
Sodexo,/marches/transactions_dirigeants/FR0000121220p,13/02/2025,Acquisition,Action,5329768.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",13/02/2025,74964,71.1,5329940.399999999,,62,2025-07-27 20:58:10,2025-02-13,2025-02-13
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,13/02/2025,Acquisition,Action,10875.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",13/02/2025,500,21.75,10875.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",62,2025-07-27 20:58:10,2025-02-13,2025-02-13
Neoen,/marches/transactions_dirigeants/FR0011675362p,13/02/2025,Cession,Action,265977630.0,"Auteur:BPIFRANCE INVESTISSEMENT SAS, ADMINISTRATEUR",13/02/2025,6674470,39.85,265977629.5,"Bpifrance Investissement, en sa qualité de société de gestion du FPCI ETI 2020, détient un mandat d'administrateur au sein du Conseil d'administration de la société NEOEN  et Madame Vanessa Giraud est le représentant permanent.",62,2025-07-27 20:58:10,2025-02-13,2025-02-13
Catana Group,/marches/transactions_dirigeants/FR0010193052p,13/02/2025,Acquisition,Action,18444.0,"Auteur:Financière Poncin SAS personne morale liée à Aurelien Poncin, PDG",13/02/2025,3600,5.12,18432.0,,62,2025-07-27 20:58:10,2025-02-13,2025-02-13
Abeo,/marches/transactions_dirigeants/FR0013185857p,12/02/2025,Acquisition,Action,3863.0,"Auteur:VESTA CV  personne morale liée à Jacques JANSSEN, Administrateur",10/02/2025,387,9.98,3862.26,,62,2025-07-27 20:58:10,2025-02-10,2025-02-12
Abeo,/marches/transactions_dirigeants/FR0013185857p,12/02/2025,Acquisition,Action,23418.0,"Auteur:JALENIA  personne morale liée à Olivier ESTEVES, Président Directeur Général",10/02/2025,2346,9.98,23413.08,,62,2025-07-27 20:58:10,2025-02-10,2025-02-12
ID Logistics,/marches/transactions_dirigeants/FR0010929125p,12/02/2025,Cession,Action,580713.0,"Auteur:LIBERTAD  personne morale liée à Christophe Satin, Directeur Général Délégué / Administrateur",12/02/2025,1404,413.61,580708.4400000001,"La société Libertad est contrôlée par Christophe Satin, Directeur Général Délégué et Administrateur d'ID Logistics Group",62,2025-07-27 20:58:10,2025-02-12,2025-02-12
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,12/02/2025,Acquisition,Action,10930.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",12/02/2025,500,21.86,10930.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",62,2025-07-27 20:58:10,2025-02-12,2025-02-12
Dontnod Entertainment,/marches/transactions_dirigeants/FR0013331212p,12/02/2025,Acquisition,Action,11500.0,"Auteur:Kostadin Yanev, Membre de CA",12/02/2025,10000,1.15,11500.0,Acquisition des action personnel,62,2025-07-27 20:58:10,2025-02-12,2025-02-12
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,12/02/2025,Cession,Action,1203900.0,"Auteur:THIBAULT DEFRANCE DE TERSANT, Senior Executive Vice Président, Secrétaire Général",11/02/2025,30000,40.13,1203900.0,,62,2025-07-27 20:58:10,2025-02-11,2025-02-12
Sodexo,/marches/transactions_dirigeants/FR0000121220p,12/02/2025,Acquisition,Action,5684395.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",12/02/2025,80069,70.99,5684098.31,,62,2025-07-27 20:58:10,2025-02-12,2025-02-12
Cegedim,/marches/transactions_dirigeants/FR0000053506p,12/02/2025,Acquisition,Action,6240.0,"Auteur:FCB SAS, Administrateur",12/02/2025,524,11.91,6240.84,,62,2025-07-27 20:58:10,2025-02-12,2025-02-12
Hopscotch Groupe,/marches/transactions_dirigeants/FR0000065278p,12/02/2025,Acquisition,Action,55142.0,"Auteur:LE HOLDING SYSTEME  personne morale liée à Pierre-Franck Moley, Dirigeant",05/02/2025,3142,17.55,55142.100000000006,,62,2025-07-27 20:58:10,2025-02-05,2025-02-12
Sodexo,/marches/transactions_dirigeants/FR0000121220p,11/02/2025,Acquisition,Action,6432006.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",11/02/2025,90147,71.35,6431988.449999999,,62,2025-07-27 20:58:10,2025-02-11,2025-02-11
Lvmh,/marches/transactions_dirigeants/FR0000121014p,11/02/2025,Acquisition,Action,14829372.0,"Auteur:Christian Dior Société Européenne personne morale liée à Bernard Arnault, Président-directeur général",06/02/2025,21491,690.03,14829434.729999999,La société Christian Dior est également étroitement liée à Monsieur Antoine Arnault et à Madame Delphine Arnault membres duConseil d’administration de LVMH.,62,2025-07-27 20:58:10,2025-02-06,2025-02-11
Lvmh,/marches/transactions_dirigeants/FR0000121014p,11/02/2025,Acquisition,Action,19999325.0,"Auteur:FINANCIERE AGACHE société anonyme personne morale liée à Bernard Arnault, Président-directeur général",07/02/2025,29064,688.11,19999229.04,"La société Financière Agache est également étroitement liée à Monsieur Frédéric Arnault, membre du Conseil d’administration deLVMH.",62,2025-07-27 20:58:10,2025-02-07,2025-02-11
Lvmh,/marches/transactions_dirigeants/FR0000121014p,11/02/2025,Acquisition,Action,22869696.0,"Auteur:FINANCIERE AGACHE société anonyme personne morale liée à Bernard Arnault, Président-directeur général",10/02/2025,33500,682.68,22869780.0,"La société Financière Agache est également étroitement liée à Monsieur Frédéric Arnault, membre du Conseil d’administration deLVMH.",63,2025-07-27 20:58:11,2025-02-10,2025-02-11
Bouygues,/marches/transactions_dirigeants/FR0000120503p,11/02/2025,Acquisition,Action,145221.0,"Auteur:CYRIL BOUYGUES, REPRESENTANT PERMANENT DE SCDM PARTICIPATIONS AU CONSEIL D ADMINISTRATION DEBOUYGUES",22/01/2025,4700,30.9,145230.0,,63,2025-07-27 20:58:11,2025-01-22,2025-02-11
Bouygues,/marches/transactions_dirigeants/FR0000120503p,11/02/2025,Acquisition,Action,100650.0,"Auteur:CYRIL BOUYGUES, REPRESENTANT PERMANENT DE SCDM PARTICIPATIONS AU CONSEIL D ADMINISTRATION DEBOUYGUES",24/01/2025,3300,30.5,100650.0,,63,2025-07-27 20:58:11,2025-01-24,2025-02-11
Bouygues,/marches/transactions_dirigeants/FR0000120503p,11/02/2025,Acquisition,Action,122000.0,"Auteur:CYRIL BOUYGUES, REPRESENTANT PERMANENT DE SCDM PARTICIPATIONS AU CONSEIL D ADMINISTRATION DEBOUYGUES",29/01/2025,4000,30.5,122000.0,,63,2025-07-27 20:58:11,2025-01-29,2025-02-11
Publicis Groupe,/marches/transactions_dirigeants/FR0000130577p,11/02/2025,Cession,Action,422396.0,"Auteur:Stephane Estryn, M&A Director",10/02/2025,3950,106.94,422413.0,,63,2025-07-27 20:58:11,2025-02-10,2025-02-11
Novatech Ind.,/marches/transactions_dirigeants/FR0000185464p,11/02/2025,Acquisition,Action,334533.0,"Auteur:FELICE DORNA METZGER , Administrateur",29/10/2024,35214,9.5,334533.0,Acquistion d'actions par acte sous seing privé. Enregistré le 27 novembre 2024,63,2025-07-27 20:58:11,2024-10-29,2025-02-11
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,11/02/2025,Cession,Action,2007190.0,"Auteur:THIBAULT DEFRANCE DE TERSANT, Senior Executive Vice Président, Secrétaire Général",10/02/2025,50000,40.14,2007000.0,,63,2025-07-27 20:58:11,2025-02-10,2025-02-11
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,11/02/2025,Cession,Action,71859.0,"Auteur:Laurence BAUCHER, Directrice Générale Adjointe, Ressources Humaines et Systèmes d'information",10/02/2025,1774,40.51,71864.73999999999,,63,2025-07-27 20:58:11,2025-02-10,2025-02-11
Alchimie,/marches/transactions_dirigeants/FR0014000JX7p,11/02/2025,Cession,Action,2846.0,"Auteur:Nicolas d'HUEPPE, President",11/02/2025,9025,0.32,2888.0,,63,2025-07-27 20:58:11,2025-02-11,2025-02-11
Ayvens,/marches/transactions_dirigeants/FR0013258662p,11/02/2025,Cession,Action,56475.0,"Auteur:MIEL HORSTEN, Chief Operating officer",10/02/2025,7500,7.53,56475.0,,63,2025-07-27 20:58:11,2025-02-10,2025-02-11
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,11/02/2025,Acquisition,Action,10935.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",11/02/2025,500,21.87,10935.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",63,2025-07-27 20:58:11,2025-02-11,2025-02-11
Catana Group,/marches/transactions_dirigeants/FR0010193052p,11/02/2025,Acquisition,Action,6990.0,"Auteur:APLR HOLDING SASU personne morale liée à Aurelien Poncin, PDG",10/02/2025,1360,5.14,6990.4,,63,2025-07-27 20:58:11,2025-02-10,2025-02-11
Catana Group,/marches/transactions_dirigeants/FR0010193052p,11/02/2025,Acquisition,Action,11169.0,"Auteur:Financière Poncin SAS personne morale liée à Aurelien Poncin, PDG",10/02/2025,2160,5.17,11167.2,,63,2025-07-27 20:58:11,2025-02-10,2025-02-11
Predilife,/marches/transactions_dirigeants/FR0010169920p,11/02/2025,Echange,Action,7640.0,"Auteur:Stéphane RAGUSA, PDG",11/02/2025,2000,3.82,7640.0,,63,2025-07-27 20:58:11,2025-02-11,2025-02-11
Lhyfe,/marches/transactions_dirigeants/FR0014009YQ1p,11/02/2025,Acquisition,Action,20000.0,"Auteur:Amaury BIERENT, Membre du Conseil d'Administration",10/02/2025,6000,3.33,19980.0,,63,2025-07-27 20:58:11,2025-02-10,2025-02-11
Drone Volt,/marches/transactions_dirigeants/FR001400SVN0p,10/02/2025,Souscription,Action,794.0,"Auteur:FABRICE LEGRAND DE GINJI, ADMINISTRATEUR",05/02/2025,2646,0.3,793.8,,63,2025-07-27 20:58:11,2025-02-05,2025-02-10
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,10/02/2025,Acquisition,Action,10940.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",10/02/2025,500,21.88,10940.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",63,2025-07-27 20:58:11,2025-02-10,2025-02-10
Alchimie,/marches/transactions_dirigeants/FR0014000JX7p,10/02/2025,Cession,Action,18552.0,"Auteur:Nicolas d'HUEPPE, president",31/01/2025,61841,0.3,18552.3,,63,2025-07-27 20:58:11,2025-01-31,2025-02-10
Sodexo,/marches/transactions_dirigeants/FR0000121220p,10/02/2025,Acquisition,Action,8210966.0,"Auteur:BELLON SA  personne morale liée à SODEXO, Société fille",10/02/2025,115000,71.4,8211000.000000001,,63,2025-07-27 20:58:11,2025-02-10,2025-02-10
